filename,subject,format,prompt
"punto-azul_wantan-acevichado.png","Wantán acevichado (Nuevos): Pescado acevichado envuelto en wantán crocante, acompañado con leche de tigre. Autores: Scooth Yarma, Juvenal Flores y Francisco Centeno. Ingredientes: Pescado, Wantán, Leche de tigre.","1:1","SUJETO: Wantán acevichado (Nuevos): Pescado acevichado envuelto en wantán crocante, acompañado con leche de tigre. Autores: Scooth Yarma, Juvenal Flores y Francisco Centeno. Ingredientes: Pescado, Wantán, Leche de tigre. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_conchitas-a-la-parmesana-docena.png","Conchitas a la parmesana (docena) (Piqueos y Ensaladas): Conchas de abanico gratinadas con queso parmesano. Ingredientes: Conchas de abanico, Parmesano.","1:1","SUJETO: Conchitas a la parmesana (docena) (Piqueos y Ensaladas): Conchas de abanico gratinadas con queso parmesano. Ingredientes: Conchas de abanico, Parmesano. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_conchitas-a-la-parmesana-media-docena.png","Conchitas a la parmesana (½ docena) (Piqueos y Ensaladas): Conchas de abanico gratinadas con queso parmesano. Ingredientes: Conchas de abanico, Parmesano.","1:1","SUJETO: Conchitas a la parmesana (½ docena) (Piqueos y Ensaladas): Conchas de abanico gratinadas con queso parmesano. Ingredientes: Conchas de abanico, Parmesano. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_crocante-de-langostinos.png","Crocante de langostinos (Piqueos y Ensaladas): Langostinos al panko, leche de tigre de ají amarillo, palta, choclo y chalaquita. Ingredientes: Langostinos, Panko, Ají amarillo, Choclo.","1:1","SUJETO: Crocante de langostinos (Piqueos y Ensaladas): Langostinos al panko, leche de tigre de ají amarillo, palta, choclo y chalaquita. Ingredientes: Langostinos, Panko, Ají amarillo, Choclo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ensalada-de-langostinos.png","Ensalada de langostinos (Piqueos y Ensaladas): Fresca mezcla de lechugas con langostinos crocantes, palmitos, palta, tomate cherry, tocino y camote, con vinagreta de mostaza. Ingredientes: Langostinos, Lechuga, Palmitos, Palta, Tocino.","1:1","SUJETO: Ensalada de langostinos (Piqueos y Ensaladas): Fresca mezcla de lechugas con langostinos crocantes, palmitos, palta, tomate cherry, tocino y camote, con vinagreta de mostaza. Ingredientes: Langostinos, Lechuga, Palmitos, Palta, Tocino. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_poke-de-salmon.png","Poke de salmón (Piqueos y Ensaladas): Shari, mango, palta, cancha, lechuga, tomate cherry, zanahoria, kiuri, salmón, wantán frito y salsa acevichada de la casa. Ingredientes: Shari, Mango, Palta, Salmón.","1:1","SUJETO: Poke de salmón (Piqueos y Ensaladas): Shari, mango, palta, cancha, lechuga, tomate cherry, zanahoria, kiuri, salmón, wantán frito y salsa acevichada de la casa. Ingredientes: Shari, Mango, Palta, Salmón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pulpo-al-olivo.png","Pulpo al olivo (Piqueos y Ensaladas): Láminas de pulpo sazonadas con limón y crema de aceitunas botija. Ingredientes: Pulpo, Aceituna botija, Limón.","1:1","SUJETO: Pulpo al olivo (Piqueos y Ensaladas): Láminas de pulpo sazonadas con limón y crema de aceitunas botija. Ingredientes: Pulpo, Aceituna botija, Limón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_pulpo-emparrillado.png","Pulpo emparrillado (Piqueos y Ensaladas): Sabrosísimo pulpo con ensalada de papas, rocoto y huacatay. Ingredientes: Pulpo, Papa, Rocoto, Huacatay.","1:1","SUJETO: Pulpo emparrillado (Piqueos y Ensaladas): Sabrosísimo pulpo con ensalada de papas, rocoto y huacatay. Ingredientes: Pulpo, Papa, Rocoto, Huacatay. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tartar-de-salmon.png","Tartar de salmón (Piqueos y Ensaladas): Salmón fresco en cubos con trocitos de palta, leche de tigre y semillas de ajonjolí tostado. Con 4 panes al ajo de la casa. Ingredientes: Salmón, Palta, Ajonjolí, Pan al ajo.","1:1","SUJETO: Tartar de salmón (Piqueos y Ensaladas): Salmón fresco en cubos con trocitos de palta, leche de tigre y semillas de ajonjolí tostado. Con 4 panes al ajo de la casa. Ingredientes: Salmón, Palta, Ajonjolí, Pan al ajo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tortitas-de-choclo-carretilleras.png","Tortitas de choclo carretilleras (Piqueos y Ensaladas): Tortitas de choclo servidas con ceviche de pota. Ingredientes: Choclo, Pota.","1:1","SUJETO: Tortitas de choclo carretilleras (Piqueos y Ensaladas): Tortitas de choclo servidas con ceviche de pota. Ingredientes: Choclo, Pota. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_wantan-de-pescado-docena.png","Wantán de pescado (docena) (Piqueos y Ensaladas): Pescado en aceite de ajonjolí envuelto en wantán crocante. Ingredientes: Pescado, Wantán, Ajonjolí.","1:1","SUJETO: Wantán de pescado (docena) (Piqueos y Ensaladas): Pescado en aceite de ajonjolí envuelto en wantán crocante. Ingredientes: Pescado, Wantán, Ajonjolí. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_wantan-de-pescado-media-docena.png","Wantán de pescado (½ docena) (Piqueos y Ensaladas): Pescado en aceite de ajonjolí envuelto en wantán crocante. Ingredientes: Pescado, Wantán, Ajonjolí.","1:1","SUJETO: Wantán de pescado (½ docena) (Piqueos y Ensaladas): Pescado en aceite de ajonjolí envuelto en wantán crocante. Ingredientes: Pescado, Wantán, Ajonjolí. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-punto-azul.png","Ceviche Punto Azul (Ceviches y Tiraditos): De pescado o mixto, bañado en una deliciosa salsa de rocoto. Ingredientes: Pescado, Rocoto, Limón.","1:1","SUJETO: Ceviche Punto Azul (Ceviches y Tiraditos): De pescado o mixto, bañado en una deliciosa salsa de rocoto. Ingredientes: Pescado, Rocoto, Limón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-ahumado.png","Ceviche ahumado (Ceviches y Tiraditos): Pescado al ají amarillo flambeado al wok, pulpo emparrillado, choclo, camote glaseado y palta rostizada. Ingredientes: Pescado, Ají amarillo, Pulpo, Camote.","1:1","SUJETO: Ceviche ahumado (Ceviches y Tiraditos): Pescado al ají amarillo flambeado al wok, pulpo emparrillado, choclo, camote glaseado y palta rostizada. Ingredientes: Pescado, Ají amarillo, Pulpo, Camote. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-criollo-de-pescado.png","Ceviche criollo de pescado (Ceviches y Tiraditos): Inspirado en los sabores de la Lima antigua, aromatizado con culantrito y ají limo. Ingredientes: Pescado, Culantro, Ají limo.","1:1","SUJETO: Ceviche criollo de pescado (Ceviches y Tiraditos): Inspirado en los sabores de la Lima antigua, aromatizado con culantrito y ají limo. Ingredientes: Pescado, Culantro, Ají limo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-criollo-mixto.png","Ceviche criollo mixto (Ceviches y Tiraditos): Versión mixta, inspirada en los sabores de la Lima antigua con culantrito y ají limo. Ingredientes: Mariscos, Culantro, Ají limo.","1:1","SUJETO: Ceviche criollo mixto (Ceviches y Tiraditos): Versión mixta, inspirada en los sabores de la Lima antigua con culantrito y ají limo. Ingredientes: Mariscos, Culantro, Ají limo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-de-conchas-negras.png","Ceviche de conchas negras (Ceviches y Tiraditos): 10 unidades de frescas y jugosas conchas negras con toques de culantrito y limón. Ingredientes: Conchas negras, Culantro, Ají limo.","1:1","SUJETO: Ceviche de conchas negras (Ceviches y Tiraditos): 10 unidades de frescas y jugosas conchas negras con toques de culantrito y limón. Ingredientes: Conchas negras, Culantro, Ají limo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-de-pescado.png","Ceviche de pescado (Ceviches y Tiraditos): Pescado, sal, limón y ajíes. Emblema de nuestra cocina peruana. Ingredientes: Pescado, Limón, Ají, Cebolla.","1:1","SUJETO: Ceviche de pescado (Ceviches y Tiraditos): Pescado, sal, limón y ajíes. Emblema de nuestra cocina peruana. Ingredientes: Pescado, Limón, Ají, Cebolla. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-de-pescado-y-pulpo.png","Ceviche de pescado y pulpo (Ceviches y Tiraditos): Tradicional ceviche acompañado de tiernas láminas de pulpo. Ingredientes: Pescado, Pulpo, Limón.","1:1","SUJETO: Ceviche de pescado y pulpo (Ceviches y Tiraditos): Tradicional ceviche acompañado de tiernas láminas de pulpo. Ingredientes: Pescado, Pulpo, Limón. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-oriental-de-pescado.png","Ceviche oriental de pescado (Ceviches y Tiraditos): Ceviche que rinde homenaje a la cultura Nikkei, con toques de aceite de ajonjolí y cebollita china. Ingredientes: Pescado, Ajonjolí, Cebollita china.","1:1","SUJETO: Ceviche oriental de pescado (Ceviches y Tiraditos): Ceviche que rinde homenaje a la cultura Nikkei, con toques de aceite de ajonjolí y cebollita china. Ingredientes: Pescado, Ajonjolí, Cebollita china. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_ceviche-oriental-mixto.png","Ceviche oriental mixto (Ceviches y Tiraditos): Versión mixta del ceviche Nikkei, con aceite de ajonjolí y cebollita china. Ingredientes: Mariscos, Ajonjolí, Cebollita china.","1:1","SUJETO: Ceviche oriental mixto (Ceviches y Tiraditos): Versión mixta del ceviche Nikkei, con aceite de ajonjolí y cebollita china. Ingredientes: Mariscos, Ajonjolí, Cebollita china. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_tiraditos.png","Tiraditos (Ceviches y Tiraditos): Pruébalos en tradicional, bicolor o tricolor: al rocoto, parmesana, olivo, pesto y ají amarillo. Toda una experiencia culinaria. Ingredientes: Pescado, Rocoto, Parmesana, Olivo.","1:1","SUJETO: Tiraditos (Ceviches y Tiraditos): Pruébalos en tradicional, bicolor o tricolor: al rocoto, parmesana, olivo, pesto y ají amarillo. Toda una experiencia culinaria. Ingredientes: Pescado, Rocoto, Parmesana, Olivo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chicharron-de-calamar.png","Chicharrón de calamar (Chicharrones y Jaleas): Crocante calamar acompañado de choclo. Ingredientes: Calamar, Choclo.","1:1","SUJETO: Chicharrón de calamar (Chicharrones y Jaleas): Crocante calamar acompañado de choclo. Ingredientes: Calamar, Choclo. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chicharron-de-langostinos.png","Chicharrón de langostinos (Chicharrones y Jaleas): Crocantes langostinos acompañados de yuquitas fritas. Ingredientes: Langostinos, Yuca.","1:1","SUJETO: Chicharrón de langostinos (Chicharrones y Jaleas): Crocantes langostinos acompañados de yuquitas fritas. Ingredientes: Langostinos, Yuca. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
"punto-azul_chicharron-de-pescado.png","Chicharrón de pescado (Chicharrones y Jaleas): Crocante, caliente y sabroso, acompañado de yuquitas fritas. Ingredientes: Pescado, Yuca.","1:1","SUJETO: Chicharrón de pescado (Chicharrones y Jaleas): Crocante, caliente y sabroso, acompañado de yuquitas fritas. Ingredientes: Pescado, Yuca. ESTILO: Fotografía gastronómica profesional y muy apetitosa de un plato de cevichería peruana. Un solo plato servido en vajilla elegante, centrado, tomado en ángulo de 45 grados, luz natural suave, fondo neutro de madera clara o cerámica texturizada, colores vibrantes y frescos, alta definición, enfoque nítido con fondo desenfocado. Sin texto, sin personas, sin manos, sin logotipos ni marcas de agua. Imagen cuadrada 1024x1024."
